County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Ventura,5/20/20,879,28,36,26,12,9
Yolo,5/20/20,184,22,0,0,0,0
Yuba,5/20/20,23,1,1,0,0,0
Alameda,5/21/20,2606,90,77,162,39,23
Alpine,5/21/20,1,0,0,0,0,0
Amador,5/21/20,9,0,0,0,0,0
Butte,5/21/20,31,0,8,1,2,1
Calaveras,5/21/20,13,0,0,1,0,1
Colusa,5/21/20,4,0,0,0,0,0
Contra Costa,5/21/20,1243,36,8,75,6,11
Del Norte,5/21/20,9,0,0,0,0,0
El Dorado,5/21/20,67,0,0,2,1,1
Fresno,5/21/20,1362,22,61,57,16,4
Glenn,5/21/20,12,0,0,0,0,0
Humboldt,5/21/20,79,0,4,12,1,2
Imperial,5/21/20,1096,21,75,3,22,0
Inyo,5/21/20,20,1,0,0,0,0
Kern,5/21/20,1684,28,44,10,20,0
Kings,5/21/20,417,2,21,4,5,1
Lake,5/21/20,10,0,0,0,0,0
Lassen,5/21/20,0,0,0,1,0,0
Los Angeles,5/21/20,42063,2016,1491,614,461,95
Madera,5/21/20,82,2,0,0,0,0
Marin,5/21/20,359,14,4,29,0,0
Mariposa,5/21/20,15,1,0,0,0,0
Mendocino,5/21/20,12,0,1,0,1,0
Merced,5/21/20,226,6,6,0,4,0
Modoc,5/21/20,0,0,0,1,0,0
Mono,5/21/20,33,1,0,0,0,0
Monterey,5/21/20,363,8,8,1,4,0
Napa,5/21/20,96,3,1,0,1,1
Nevada,5/21/20,41,1,0,0,0,0
Orange,5/21/20,4975,112,262,102,119,11
Placer,5/21/20,176,9,7,59,2,7
Plumas,5/21/20,4,0,0,0,0,0
Riverside,5/21/20,6245,289,194,91,64,18
Sacramento,5/21/20,1258,57,7,100,4,14
San Benito,5/21/20,61,2,1,0,1,0
San Bernardino,5/21/20,3950,164,131,93,47,16
San Diego,5/21/20,6317,262,325,53,139,6
San Francisco,5/21/20,2248,37,43,37,16,11
San Joaquin,5/21/20,730,33,8,23,5,8
San Luis Obispo,5/21/20,251,1,2,5,1,2
San Mateo,5/21/20,1791,75,37,33,10,4
Santa Barbara,5/21/20,1541,11,24,6,9,1
Santa Clara,5/21/20,2520,139,39,60,16,8
Santa Cruz,5/21/20,164,3,4,1,1,0
Shasta,5/21/20,34,4,0,0,0,0
Sierra,5/21/20,0,0,0,0,0,0
Siskiyou,5/21/20,6,0,0,0,0,0
Solano,5/21/20,424,19,18,35,7,6
Sonoma,5/21/20,427,4,4,31,3,5
Stanislaus,5/21/20,602,28,22,30,3,5
Sutter,5/21/20,38,2,0,0,0,0
Tehama,5/21/20,2,1,0,0,0,0
Trinity,5/21/20,1,0,0,0,0,0
Tulare,5/21/20,1606,74,39,1,8,1
Tuolumne,5/21/20,2,0,0,0,0,0
Unassigned,5/21/20,2,0,0,0,0,0
Ventura,5/21/20,907,29,30,19,12,3
Yolo,5/21/20,185,22,0,3,0,1
Yuba,5/21/20,24,1,1,0,0,0
Alameda,5/22/20,2722,90,79,81,38,17
Alpine,5/22/20,1,0,0,0,0,0
Amador,5/22/20,9,0,0,1,0,0
Butte,5/22/20,34,0,7,1,2,0
Calaveras,5/22/20,13,0,0,0,0,0
Colusa,5/22/20,4,0,0,0,0,0
Contra Costa,5/22/20,1272,36,11,30,5,6
Del Norte,5/22/20,9,0,0,0,0,0
El Dorado,5/22/20,74,0,0,4,1,2
Fresno,5/22/20,1399,22,64,30,20,6
Glenn,5/22/20,12,0,0,0,0,0
Humboldt,5/22/20,80,2,4,13,1,1
Imperial,5/22/20,1214,21,75,2,23,0
Inyo,5/22/20,20,1,0,0,0,0
Kern,5/22/20,1749,30,45,8,20,0
Kings,5/22/20,428,2,23,5,7,1
Lake,5/22/20,10,0,0,2,0,0
Lassen,5/22/20,0,0,0,1,0,0
Los Angeles,5/22/20,43025,2049,1490,565,470,102
Madera,5/22/20,82,2,1,0,0,0
Marin,5/22/20,372,14,3,3,1,1
Mariposa,5/22/20,15,1,0,0,0,0
Mendocino,5/22/20,13,0,1,0,1,0
Merced,5/22/20,233,6,6,1,4,0
Modoc,5/22/20,0,0,0,1,0,0
Mono,5/22/20,34,1,0,0,0,0
Monterey,5/22/20,372,8,9,1,3,1
Napa,5/22/20,97,3,1,7,1,0
Nevada,5/22/20,41,1,0,0,0,0
Orange,5/22/20,5144,118,269,89,127,18
Placer,5/22/20,181,9,6,20,3,5
Plumas,5/22/20,4,0,0,0,0,0
Riverside,5/22/20,6351,298,195,115,64,16
Sacramento,5/22/20,1262,57,10,13,2,2
San Benito,5/22/20,64,2,1,0,0,0
San Bernardino,5/22/20,4107,173,125,101,44,11
San Diego,5/22/20,6436,271,331,50,145,10
San Francisco,5/22/20,2251,40,43,29,18,11
San Joaquin,5/22/20,747,33,9,26,5,6
San Luis Obispo,5/22/20,254,1,2,1,1,1
San Mateo,5/22/20,1847,76,40,12,14,0
Santa Barbara,5/22/20,1554,12,20,4,7,2
Santa Clara,5/22/20,2537,139,36,19,18,2
Santa Cruz,5/22/20,171,3,4,1,1,0
Shasta,5/22/20,34,4,0,1,0,0
Sierra,5/22/20,0,0,0,0,0,0
Siskiyou,5/22/20,6,0,0,2,0,1
Solano,5/22/20,431,20,18,16,6,1
Sonoma,5/22/20,444,4,5,16,3,2
Stanislaus,5/22/20,616,28,23,11,3,2
Sutter,5/22/20,38,2,0,0,0,0
Tehama,5/22/20,2,1,0,0,0,0
Trinity,5/22/20,1,0,0,0,0,0
Tulare,5/22/20,1662,75,38,1,9,1
Tuolumne,5/22/20,2,0,0,0,0,0
Unassigned,5/22/20,3,0,0,0,0,0
Ventura,5/22/20,937,30,29,35,12,5
Yolo,5/22/20,187,22,0,0,0,0
Yuba,5/22/20,24,1,1,0,0,0
Alameda,5/23/20,2783,92,80,78,41,19
Alpine,5/23/20,1,0,0,0,0,0
Amador,5/23/20,9,0,0,0,0,0
Butte,5/23/20,34,0,5,0,2,0
Calaveras,5/23/20,13,0,0,0,0,0
Colusa,5/23/20,4,0,0,0,0,0
Contra Costa,5/23/20,1302,36,14,34,6,6
Del Norte,5/23/20,10,0,0,0,0,0
El Dorado,5/23/20,74,0,1,5,1,5
Fresno,5/23/20,1447,22,66,37,21,6
Glenn,5/23/20,12,0,0,0,0,0
Humboldt,5/23/20,80,2,4,13,1,1
Imperial,5/23/20,1283,23,75,2,23,0
Inyo,5/23/20,20,1,0,0,0,0
Kern,5/23/20,1806,31,48,10,22,2
Kings,5/23/20,444,2,25,3,7,1
Lake,5/23/20,10,0,0,1,0,1
Lassen,5/23/20,0,0,0,0,0,0
Los Angeles,5/23/20,44029,2090,1440,566,462,104
Madera,5/23/20,83,2,0,0,0,0
Marin,5/23/20,393,14,2,4,1,2
Mariposa,5/23/20,15,1,0,0,0,0
Mendocino,5/23/20,13,0,3,2,0,0
Merced,5/23/20,247,6,7,4,5,1
Modoc,5/23/20,0,0,0,1,0,0
Mono,5/23/20,34,1,0,0,0,0
Monterey,5/23/20,397,8,7,1,3,1
Napa,5/23/20,101,3,1,1,1,0
Nevada,5/23/20,41,1,0,0,0,1
Orange,5/23/20,5313,130,278,94,122,13
Placer,5/23/20,184,9,6,19,3,5
Plumas,5/23/20,4,0,0,0,0,0
Riverside,5/23/20,6460,299,193,95,59,20
Sacramento,5/23/20,1275,57,12,12,3,0
San Benito,5/23/20,67,2,1,0,0,0
San Bernardino,5/23/20,4172,176,134,100,47,15
San Diego,5/23/20,6561,275,304,82,138,14
San Francisco,5/23/20,2312,40,45,28,18,9
San Joaquin,5/23/20,759,33,10,21,5,8
San Luis Obispo,5/23/20,256,1,2,0,1,0
San Mateo,5/23/20,1862,76,39,11,16,0
Santa Barbara,5/23/20,1566,12,21,3,8,1
Santa Clara,5/23/20,2593,139,37,17,18,1
Santa Cruz,5/23/20,177,3,4,1,1,0
Shasta,5/23/20,35,4,0,1,0,0
Sierra,5/23/20,1,0,0,0,0,0
Siskiyou,5/23/20,6,0,0,2,0,1
Solano,5/23/20,435,20,18,14,6,0
Sonoma,5/23/20,462,4,5,17,3,2
Stanislaus,5/23/20,625,28,23,15,6,2
Sutter,5/23/20,38,2,0,0,0,0
Tehama,5/23/20,2,1,0,0,0,0
Trinity,5/23/20,1,0,0,0,0,0
Tulare,5/23/20,1682,75,40,1,9,1
Tuolumne,5/23/20,2,0,0,0,0,0
Unassigned,5/23/20,2,0,0,0,0,0
Ventura,5/23/20,961,30,29,25,11,1
Yolo,5/23/20,188,22,0,0,1,1
Yuba,5/23/20,24,1,1,0,0,0
Alameda,5/24/20,2830,93,88,61,44,11
Alpine,5/24/20,1,0,0,0,0,0
Amador,5/24/20,9,0,0,0,0,0
Butte,5/24/20,35,0,5,0,2,0
Calaveras,5/24/20,13,0,0,1,0,0
Colusa,5/24/20,4,0,0,0,0,0
Contra Costa,5/24/20,1325,36,15,27,6,5
Del Norte,5/24/20,16,0,0,0,0,0
El Dorado,5/24/20,76,0,1,4,1,4
Fresno,5/24/20,1455,22,66,40,19,4
Glenn,5/24/20,12,0,0,0,0,0
Humboldt,5/24/20,81,2,4,3,1,0
Imperial,5/24/20,1369,23,77,4,23,0
Inyo,5/24/20,20,1,0,0,0,0
Kern,5/24/20,1861,31,53,4,23,1
Kings,5/24/20,446,2,25,3,8,2
Lake,5/24/20,12,0,0,4,0,2
Lassen,5/24/20,0,0,0,0,0,0
Los Angeles,5/24/20,44954,2104,1443,547,448,101
Madera,5/24/20,83,2,0,1,0,1
Marin,5/24/20,401,14,2,4,1,2
Mariposa,5/24/20,15,1,0,0,0,0
Mendocino,5/24/20,19,0,3,2,0,0
Merced,5/24/20,258,6,7,5,5,0
Modoc,5/24/20,0,0,0,1,0,0
Mono,5/24/20,34,1,0,0,0,0
Monterey,5/24/20,405,8,7,1,3,1
Napa,5/24/20,104,3,1,0,1,0
Nevada,5/24/20,41,1,0,0,0,2
Orange,5/24/20,5439,131,286,102,117,14
Placer,5/24/20,184,9,5,21,3,6
Plumas,5/24/20,4,0,0,0,0,0
Riverside,5/24/20,6571,304,188,80,60,18
Sacramento,5/24/20,1283,57,9,17,2,4
San Benito,5/24/20,67,2,1,0,0,0
San Bernardino,5/24/20,4262,176,139,103,48,22
San Diego,5/24/20,6703,275,310,60,139,11
San Francisco,5/24/20,2318,40,47,41,20,10
San Joaquin,5/24/20,760,33,11,25,6,5
San Luis Obispo,5/24/20,257,1,2,1,1,0
San Mateo,5/24/20,1925,76,39,13,16,0
Santa Barbara,5/24/20,1573,12,21,6,8,0
Santa Clara,5/24/20,2623,139,35,19,16,2
Santa Cruz,5/24/20,185,3,4,1,1,0
Shasta,5/24/20,36,4,0,0,0,0
Sierra,5/24/20,1,0,0,0,0,0
Siskiyou,5/24/20,6,0,0,2,0,1
Solano,5/24/20,436,20,18,19,8,0
Sonoma,5/24/20,485,4,6,16,3,3
Stanislaus,5/24/20,634,28,22,15,6,1
Sutter,5/24/20,38,2,0,0,0,0
Tehama,5/24/20,2,1,0,0,0,0
Trinity,5/24/20,1,0,0,0,0,0
Tulare,5/24/20,1684,75,42,2,10,1
Tuolumne,5/24/20,2,0,0,0,0,0
Unassigned,5/24/20,2,0,0,0,0,0
Ventura,5/24/20,982,30,32,36,13,5
Yolo,5/24/20,192,22,0,0,0,0
Yuba,5/24/20,24,1,1,0,0,0
Alameda,5/25/20,2900,93,91,65,40,20
Alpine,5/25/20,1,0,0,0,0,0
Amador,5/25/20,10,0,0,0,0,0
Butte,5/25/20,37,0,7,0,3,0
Calaveras,5/25/20,13,0,0,1,0,0
Colusa,5/25/20,4,0,0,0,0,0
Contra Costa,5/25/20,1348,37,13,35,6,13
Del Norte,5/25/20,20,0,0,1,0,0
El Dorado,5/25/20,78,0,1,3,1,3
Fresno,5/25/20,1496,22,66,38,19,1
Glenn,5/25/20,12,0,0,0,0,0
Humboldt,5/25/20,81,2,6,4,1,0
Imperial,5/25/20,1369,23,69,6,23,0
Inyo,5/25/20,20,1,0,0,0,0
Kern,5/25/20,1890,31,51,8,25,1
Kings,5/25/20,447,2,26,3,8,2
Lake,5/25/20,13,0,0,1,0,0
Lassen,5/25/20,0,0,0,0,0,0
Los Angeles,5/25/20,45952,2116,1477,564,465,94
Madera,5/25/20,83,2,1,1,0,0
Marin,5/25/20,415,14,3,4,1,6
Mariposa,5/25/20,15,1,0,1,0,0
Mendocino,5/25/20,19,0,2,0,1,0
Merced,5/25/20,262,6,6,4,4,1
Modoc,5/25/20,1,0,0,1,0,0
Mono,5/25/20,34,1,0,0,0,0
Monterey,5/25/20,418,8,10,0,3,0
Napa,5/25/20,107,3,1,0,1,0
Nevada,5/25/20,41,1,0,0,0,1
Orange,5/25/20,5601,131,300,94,119,19
Placer,5/25/20,186,9,5,20,3,6
Plumas,5/25/20,4,0,0,0,0,0
Riverside,5/25/20,6900,309,193,88,63,15
Sacramento,5/25/20,1290,57,9,17,2,29
San Benito,5/25/20,70,2,1,0,0,0
San Bernardino,5/25/20,4393,176,138,116,48,23
San Diego,5/25/20,6799,275,317,68,139,21
San Francisco,5/25/20,2358,40,40,41,21,11
San Joaquin,5/25/20,760,33,12,24,6,4
San Luis Obispo,5/25/20,260,1,2,0,1,0
San Mateo,5/25/20,1938,76,44,13,15,5
Santa Barbara,5/25/20,1590,12,19,8,8,0
Santa Clara,5/25/20,2647,140,32,20,14,12
Santa Cruz,5/25/20,191,3,4,3,1,0
Shasta,5/25/20,36,4,0,0,0,0
Sierra,5/25/20,1,0,0,0,0,0
Siskiyou,5/25/20,6,0,0,2,0,1
Solano,5/25/20,437,20,21,20,11,4
Sonoma,5/25/20,496,4,5,22,3,6
Stanislaus,5/25/20,651,28,18,11,6,4
Sutter,5/25/20,38,2,0,0,0,0
Tehama,5/25/20,2,1,0,0,0,0
Trinity,5/25/20,1,0,0,0,0,0
Tulare,5/25/20,1747,75,40,2,13,2
Tuolumne,5/25/20,2,0,0,0,0,0
Unassigned,5/25/20,2,0,0,0,0,0
Ventura,5/25/20,1020,30,33,30,10,4
Yolo,5/25/20,197,22,1,0,0,0
Yuba,5/25/20,24,1,1,0,0,0
Alameda,5/26/20,2956,97,93,76,37,20
Alpine,5/26/20,1,0,0,0,0,0
Amador,5/26/20,10,0,0,0,0,0
Butte,5/26/20,37,0,5,0,3,0
Calaveras,5/26/20,13,0,0,0,0,0
Colusa,5/26/20,4,0,0,0,0,0
Contra Costa,5/26/20,1352,37,13,36,6,14
Del Norte,5/26/20,30,0,0,1,0,0
El Dorado,5/26/20,79,0,0,2,0,2
Fresno,5/26/20,1496,26,69,29,20,2
Glenn,5/26/20,12,0,0,0,0,0
Humboldt,5/26/20,81,2,5,5,1,1
Imperial,5/26/20,1369,23,69,8,22,0
Inyo,5/26/20,20,1,0,0,0,0
Kern,5/26/20,1890,35,59,7,24,0
Kings,5/26/20,449,2,24,3,8,2
Lake,5/26/20,12,0,0,1,0,0
Lassen,5/26/20,0,0,0,1,0,0
Los Angeles,5/26/20,47760,2143,1477,610,464,103
Madera,5/26/20,83,2,1,4,0,0
Marin,5/26/20,424,14,2,3,1,5
Mariposa,5/26/20,16,1,0,2,0,0
Mendocino,5/26/20,20,0,3,1,1,0
Merced,5/26/20,266,7,6,3,4,1
Modoc,5/26/20,1,0,0,1,0,0
Mono,5/26/20,34,1,0,0,0,0
Monterey,5/26/20,424,8,11,1,3,1
Napa,5/26/20,109,3,1,1,1,0
Nevada,5/26/20,41,1,1,3,1,2
Orange,5/26/20,5651,131,301,117,119,18
Placer,5/26/20,188,9,6,21,3,5
Plumas,5/26/20,4,0,0,0,0,0
Riverside,5/26/20,6917,314,207,102,68,22
Sacramento,5/26/20,1298,57,9,9,4,26
San Benito,5/26/20,69,2,1,0,0,0
San Bernardino,5/26/20,4430,176,154,125,57,19
San Diego,5/26/20,6884,290,325,58,145,8
San Francisco,5/26/20,2363,40,40,47,20,14
San Joaquin,5/26/20,760,33,14,29,6,8
San Luis Obispo,5/26/20,260,1,2,2,1,0
San Mateo,5/26/20,1967,82,45,9,16,4
Santa Barbara,5/26/20,1590,12,18,5,8,2
Santa Clara,5/26/20,2659,140,33,20,14,12
Santa Cruz,5/26/20,197,3,4,1,1,0
Shasta,5/26/20,36,4,1,0,0,0
Sierra,5/26/20,1,0,0,0,0,0
Siskiyou,5/26/20,6,0,0,0,0,0
Solano,5/26/20,470,20,19,16,9,2
Sonoma,5/26/20,509,4,5,20,2,4
Stanislaus,5/26/20,663,28,18,14,7,5
Sutter,5/26/20,39,2,0,0,0,0
Tehama,5/26/20,2,1,0,1,0,0
Trinity,5/26/20,1,0,0,3,0,0
Tulare,5/26/20,1768,79,37,4,8,4
Tuolumne,5/26/20,2,0,0,1,0,1
Unassigned,5/26/20,2,0,0,0,0,0
Ventura,5/26/20,1033,30,34,28,11,5
Yolo,5/26/20,198,22,1,0,0,0
Yuba,5/26/20,24,1,1,0,0,0
Alameda,5/27/20,3037,97,95,69,37,10
Alpine,5/27/20,1,0,0,0,0,0
Amador,5/27/20,10,0,0,0,0,0
Butte,5/27/20,40,0,6,1,3,0
Calaveras,5/27/20,15,0,0,0,0,0
Colusa,5/27/20,5,0,0,0,0,0
Contra Costa,5/27/20,1373,37,11,30,7,6
Del Norte,5/27/20,34,0,0,0,0,0
El Dorado,5/27/20,82,0,1,2,1,2
Fresno,5/27/20,1620,30,71,44,19,4
Glenn,5/27/20,14,0,0,0,0,0
Humboldt,5/27/20,86,2,5,4,1,0
Imperial,5/27/20,1369,24,67,17,14,0
Inyo,5/27/20,20,1,0,0,0,0
Kern,5/27/20,1999,36,63,5,28,0
Kings,5/27/20,586,3,23,1,7,0
Lake,5/27/20,13,0,0,0,0,0
Lassen,5/27/20,0,0,0,1,0,0
Los Angeles,5/27/20,48711,2195,1462,628,464,90
Madera,5/27/20,91,2,2,2,0,0
Marin,5/27/20,439,14,1,1,1,0
Mariposa,5/27/20,16,1,0,2,0,0
Mendocino,5/27/20,21,0,3,1,1,1
Merced,5/27/20,278,7,6,2,4,0
Modoc,5/27/20,0,0,0,0,0,0
Mono,5/27/20,34,1,0,0,0,0
Monterey,5/27/20,443,8,11,0,3,0
Napa,5/27/20,112,3,1,1,1,0
Nevada,5/27/20,41,1,1,3,1,2
Orange,5/27/20,5849,136,307,111,125,19
Placer,5/27/20,196,9,6,14,3,1
Plumas,5/27/20,4,0,0,0,0,0
Riverside,5/27/20,7156,320,199,114,66,21
Sacramento,5/27/20,1318,57,8,21,6,3
San Benito,5/27/20,74,2,1,0,0,0
San Bernardino,5/27/20,4708,183,159,101,54,19
San Diego,5/27/20,6985,297,329,79,144,12
San Francisco,5/27/20,2394,40,40,42,18,9
San Joaquin,5/27/20,825,34,14,23,7,4
San Luis Obispo,5/27/20,266,1,2,4,2,1
San Mateo,5/27/20,2045,82,33,8,16,3
Santa Barbara,5/27/20,1629,12,22,5,9,2
Santa Clara,5/27/20,2680,141,28,24,12,3
Santa Cruz,5/27/20,202,3,3,0,1,0
Shasta,5/27/20,36,4,0,0,0,0
Sierra,5/27/20,1,0,0,0,0,0
Siskiyou,5/27/20,6,0,0,3,0,1
Solano,5/27/20,477,21,20,14,8,2
Sonoma,5/27/20,521,4,9,22,3,2
Stanislaus,5/27/20,675,28,17,8,6,3
Sutter,5/27/20,40,2,0,0,0,0
Tehama,5/27/20,3,1,0,0,0,0
Trinity,5/27/20,1,0,0,2,0,0
Tulare,5/27/20,1817,79,36,5,10,3
Tuolumne,5/27/20,4,0,0,0,0,0
Unassigned,5/27/20,2,0,0,0,0,0
Ventura,5/27/20,1065,32,28,24,10,10
Yolo,5/27/20,204,22,0,0,0,0
Yuba,5/27/20,24,1,1,0,0,0
Alameda,5/28/20,3083,102,96,57,44,13
Alpine,5/28/20,1,0,0,0,0,0
Amador,5/28/20,10,0,0,1,0,0
Butte,5/28/20,40,0,5,1,3,0
Calaveras,5/28/20,15,0,1,0,1,0
Colusa,5/28/20,5,0,0,0,0,0
Contra Costa,5/28/20,1392,37,13,38,7,7
Del Norte,5/28/20,37,0,0,0,0,0
El Dorado,5/28/20,82,0,1,5,1,5
Fresno,5/28/20,1653,32,68,39,16,2
Glenn,5/28/20,14,0,0,0,0,0
Humboldt,5/28/20,97,3,5,4,1,0
Imperial,5/28/20,1430,26,61,7,19,1
Inyo,5/28/20,20,1,0,0,0,0
Kern,5/28/20,2069,37,58,8,25,0
Kings,5/28/20,626,3,25,0,7,0
Lake,5/28/20,17,0,0,1,0,0
Lassen,5/28/20,0,0,0,1,0,0
Los Angeles,5/28/20,49861,2241,1415,639,458,112
Madera,5/28/20,93,2,1,0,0,0
Marin,5/28/20,443,14,3,7,1,0
Mariposa,5/28/20,16,1,0,2,0,0
Mendocino,5/28/20,24,0,3,0,1,0
Merced,5/28/20,283,7,6,2,4,0
Modoc,5/28/20,0,0,0,0,0,0
Mono,5/28/20,34,1,0,0,0,0
Monterey,5/28/20,471,8,11,0,3,0
Napa,5/28/20,113,3,1,1,1,0
Nevada,5/28/20,41,1,1,2,1,1
Orange,5/28/20,6045,142,291,106,119,13
Placer,5/28/20,196,9,5,18,3,3
Plumas,5/28/20,4,0,0,0,0,0
Riverside,5/28/20,7240,331,202,99,62,23
Sacramento,5/28/20,1339,57,14,27,8,4
San Benito,5/28/20,82,2,0,0,0,0
San Bernardino,5/28/20,4831,190,156,87,53,17
San Diego,5/28/20,7102,307,313,70,137,16
San Francisco,5/28/20,2417,40,49,42,20,9
San Joaquin,5/28/20,840,35,15,25,5,5
San Luis Obispo,5/28/20,267,1,2,0,2,0
San Mateo,5/28/20,2070,82,39,10,17,1
Santa Barbara,5/28/20,1642,12,19,7,9,3
Santa Clara,5/28/20,2698,141,26,14,13,2
Santa Cruz,5/28/20,201,3,3,0,1,0
Shasta,5/28/20,36,4,0,0,0,0
Sierra,5/28/20,1,0,0,0,0,0
Siskiyou,5/28/20,6,0,0,0,0,0
Solano,5/28/20,489,22,19,16,8,0
Sonoma,5/28/20,529,4,8,30,2,2
Stanislaus,5/28/20,684,28,15,8,6,1
Sutter,5/28/20,40,2,0,0,0,0
Tehama,5/28/20,4,1,0,0,0,0
Trinity,5/28/20,1,0,0,3,0,0
Tulare,5/28/20,1832,80,37,2,10,1
Tuolumne,5/28/20,4,0,0,0,0,0
Unassigned,5/28/20,3,0,0,0,0,0
Ventura,5/28/20,1083,32,28,19,10,9
Yolo,5/28/20,206,23,0,0,0,0
Yuba,5/28/20,24,1,1,0,0,0
Alameda,5/29/20,3209,103,102,77,42,12
Alpine,5/29/20,1,0,0,0,0,0
Amador,5/29/20,10,0,0,0,0,0
Butte,5/29/20,41,0,6,0,2,0
Calaveras,5/29/20,15,0,1,1,1,1
Colusa,5/29/20,5,0,0,0,0,0
Contra Costa,5/29/20,1411,37,15,35,8,3
Del Norte,5/29/20,37,0,0,0,0,0
El Dorado,5/29/20,85,0,1,5,1,3
Fresno,5/29/20,1687,35,63,44,17,5
Glenn,5/29/20,14,0,0,0,0,0
Humboldt,5/29/20,98,3,5,8,0,0
Imperial,5/29/20,1607,26,60,4,17,1
Inyo,5/29/20,20,1,0,0,0,0
Kern,5/29/20,2128,37,54,16,28,1
Kings,5/29/20,693,3,27,1,7,0
Lake,5/29/20,17,0,0,1,0,0
Lassen,5/29/20,0,0,0,1,0,0
Los Angeles,5/29/20,51578,2290,1402,570,446,103
Madera,5/29/20,98,2,0,0,0,0
Marin,5/29/20,448,14,4,6,1,1
Mariposa,5/29/20,16,1,0,2,0,0
Mendocino,5/29/20,25,0,2,0,1,0
Merced,5/29/20,285,7,6,7,4,1
Modoc,5/29/20,0,0,0,0,0,0
Mono,5/29/20,34,1,0,0,0,0
Monterey,5/29/20,479,10,10,1,3,0
Napa,5/29/20,113,3,0,0,1,0
Nevada,5/29/20,41,1,0,2,0,0
Orange,5/29/20,6176,145,262,62,100,8
Placer,5/29/20,199,9,8,15,4,1
Plumas,5/29/20,4,0,0,1,0,0
Riverside,5/29/20,7376,339,191,79,62,14
Sacramento,5/29/20,1360,57,14,23,8,9
San Benito,5/29/20,84,2,0,0,0,0
San Bernardino,5/29/20,4983,199,134,95,50,13
San Diego,5/29/20,7242,312,300,58,138,16
San Francisco,5/29/20,2453,41,49,16,19,6
San Joaquin,5/29/20,855,35,17,24,5,6
San Luis Obispo,5/29/20,270,1,3,5,3,3
San Mateo,5/29/20,2103,84,37,8,14,1
Santa Barbara,5/29/20,1656,12,16,11,8,4
Santa Clara,5/29/20,2707,141,26,22,13,1
Santa Cruz,5/29/20,203,3,3,9,1,0
Shasta,5/29/20,36,4,0,0,0,0
Sierra,5/29/20,1,0,0,0,0,0
Siskiyou,5/29/20,7,0,1,0,0,0
Solano,5/29/20,498,22,20,11,8,2
Sonoma,5/29/20,537,4,7,37,2,6
Stanislaus,5/29/20,698,28,13,11,7,2
Sutter,5/29/20,40,2,0,0,0,0
Tehama,5/29/20,4,1,0,0,0,0
Trinity,5/29/20,1,0,0,0,0,0
Tulare,5/29/20,1852,84,37,3,11,2
Tuolumne,5/29/20,4,0,0,0,0,0
Unassigned,5/29/20,5,0,0,0,0,0
Ventura,5/29/20,1093,32,31,16,10,6
Yolo,5/29/20,211,24,0,0,0,0
Yuba,5/29/20,25,1,1,0,0,0
Alameda,5/30/20,3304,103,105,41,38,12
Alpine,5/30/20,1,0,0,0,0,0
Amador,5/30/20,10,0,0,0,0,0
Butte,5/30/20,44,0,6,0,2,0
Calaveras,5/30/20,15,0,1,1,1,1
Colusa,5/30/20,5,0,0,0,0,0
Contra Costa,5/30/20,1429,37,14,32,7,4
Del Norte,5/30/20,37,0,0,0,0,0
El Dorado,5/30/20,86,0,1,6,1,6
Fresno,5/30/20,1744,35,70,48,17,2
Glenn,5/30/20,16,0,0,0,0,0
Humboldt,5/30/20,98,3,5,12,0,1
Imperial,5/30/20,2091,27,73,8,22,0
Inyo,5/30/20,20,1,0,0,0,0
Kern,5/30/20,2217,38,55,21,29,2
Kings,5/30/20,703,3,27,1,9,0
Lake,5/30/20,18,0,0,0,0,0
Lassen,5/30/20,4,0,0,1,0,0
Los Angeles,5/30/20,53627,2338,1357,577,440,100
Madera,5/30/20,101,2,1,2,0,0
Marin,5/30/20,462,14,3,5,1,0
Mariposa,5/30/20,16,1,0,2,0,0
Mendocino,5/30/20,24,0,2,0,1,0
Merced,5/30/20,285,7,7,7,3,1
Modoc,5/30/20,0,0,0,0,0,0
Mono,5/30/20,34,1,0,0,0,0
Monterey,5/30/20,520,10,11,0,3,0
Napa,5/30/20,113,3,0,4,0,2
Nevada,5/30/20,41,1,0,1,0,0
Orange,5/30/20,6354,146,291,131,122,26
Placer,5/30/20,199,9,6,16,4,0
Plumas,5/30/20,4,0,0,1,0,0
Riverside,5/30/20,7492,339,185,84,61,15
Sacramento,5/30/20,1384,57,14,23,8,9
San Benito,5/30/20,85,2,0,0,0,0
San Bernardino,5/30/20,5122,204,130,95,52,12
San Diego,5/30/20,7387,312,311,86,144,17
San Francisco,5/30/20,2496,41,47,17,19,6
San Joaquin,5/30/20,888,35,19,23,6,8
San Luis Obispo,5/30/20,270,1,3,2,3,0
San Mateo,5/30/20,2129,84,44,13,13,2
Santa Barbara,5/30/20,1660,12,18,8,7,3
Santa Clara,5/30/20,2741,141,29,17,11,0
Santa Cruz,5/30/20,206,3,3,9,1,0
Shasta,5/30/20,36,4,1,0,1,0
Sierra,5/30/20,1,0,0,0,0,0
Siskiyou,5/30/20,7,0,0,0,0,1
Solano,5/30/20,512,22,18,11,7,2
Sonoma,5/30/20,551,4,5,56,2,10
Stanislaus,5/30/20,712,28,14,8,9,1
Sutter,5/30/20,40,2,0,0,0,0
Tehama,5/30/20,4,1,0,0,0,0
